cardinal,cardinalLabel,cardinalTypeInSampleLabel,birthDate,birthPlaceLabel,cardinalStartTime,bishopStartTime,priestStartTime
http://www.wikidata.org/entity/Q1457374,Mario Zenari,Cardinal,1946-01-05T00:00:00Z,Rosegaferro,2016-11-19T00:00:00Z,,1970-07-05T00:00:00Z
http://www.wikidata.org/entity/Q553540,Christophe Pierre,cardinal-deacon,1946-01-30T00:00:00Z,Rennes,2023-09-30T00:00:00Z,1995-09-24T00:00:00Z,1970-04-05T00:00:00Z
http://www.wikidata.org/entity/Q680013,Fernando Filoni,Cardinal,1946-04-15T00:00:00Z,Manduria,2012-02-18T00:00:00Z,,1970-07-03T00:00:00Z
http://www.wikidata.org/entity/Q608116,Juan José Omella Omella,cardinal priest,1946-04-21T00:00:00Z,Cretas,2017-06-28T00:00:00Z,1996-09-22T00:00:00Z,1970-09-30T00:00:00Z
http://www.wikidata.org/entity/Q1441149,Francesco Montenegro,Cardinal,1946-05-22T00:00:00Z,Messina,2015-02-14T00:00:00Z,2000-04-29T00:00:00Z,1969-08-08T00:00:00Z
http://www.wikidata.org/entity/Q28007559,Michael Czerny,cardinal-deacon,1946-07-18T00:00:00Z,Brno,2019-10-05T00:00:00Z,2019-10-04T00:00:00Z,1973-06-09T00:00:00Z
http://www.wikidata.org/entity/Q703558,Thomas Christopher Collins,cardinal priest,1947-01-16T00:00:00Z,Guelph,2012-02-18T00:00:00Z,1997-05-14T00:00:00Z,1973-05-05T00:00:00Z
http://www.wikidata.org/entity/Q124553,Emil Paul Tscherrig,cardinal-deacon,1947-02-03T00:00:00Z,Unterems,2023-09-30T00:00:00Z,1996-06-27T00:00:00Z,1974-04-11T00:00:00Z
http://www.wikidata.org/entity/Q82672,Giuseppe Betori,Cardinal,1947-02-25T00:00:00Z,Foligno,2012-02-18T00:00:00Z,2001-05-06T00:00:00Z,1970-09-26T00:00:00Z
http://www.wikidata.org/entity/Q703566,João Braz de Aviz,Cardinal,1947-04-24T00:00:00Z,Mafra,2012-02-18T00:00:00Z,1994-05-31T00:00:00Z,1972-11-26T00:00:00Z
http://www.wikidata.org/entity/Q610637,António Augusto dos Santos Marto,cardinal priest,1947-05-05T00:00:00Z,Tronco,2018-06-28T00:00:00Z,2001-02-11T00:00:00Z,1971-11-07T00:00:00Z
http://www.wikidata.org/entity/Q961225,Jozef De Kesel,Cardinal,1947-06-17T00:00:00Z,Ghent,2016-11-19T00:00:00Z,2002-05-26T00:00:00Z,1972-08-26T00:00:00Z
http://www.wikidata.org/entity/Q251223,Álvaro Leonel Ramazzini Imeri,Cardinal,1947-07-16T00:00:00Z,Guatemala City,2019-10-05T00:00:00Z,1989-01-06T00:00:00Z,1971-06-27T00:00:00Z
http://www.wikidata.org/entity/Q1740146,Kevin Farrell,cardinal-deacon,1947-09-02T00:00:00Z,Dublin,2016-11-19T00:00:00Z,2002-02-11T00:00:00Z,
http://www.wikidata.org/entity/Q559896,Albert Malcolm Ranjith Patabendige Don,cardinal priest,1947-11-15T00:00:00Z,Polgahawela,2010-11-20T00:00:00Z,1991-08-31T00:00:00Z,1975-06-29T00:00:00Z
http://www.wikidata.org/entity/Q1653816,Mario Aurelio Poli,cardinal priest,1947-11-29T00:00:00Z,Buenos Aires,2014-02-22T00:00:00Z,2002-04-20T00:00:00Z,1978-11-25T00:00:00Z
http://www.wikidata.org/entity/Q508796,Wilton Daniel Gregory,Cardinal,1947-12-07T00:00:00Z,Chicago,2020-11-28T00:00:00Z,1983-12-13T00:00:00Z,1973-05-09T00:00:00Z
http://www.wikidata.org/entity/Q1893338,Marcello Semeraro,Cardinal,1947-12-22T00:00:00Z,Monteroni di Lecce,2020-11-28T00:00:00Z,1998-09-29T00:00:00Z,1971-09-08T00:00:00Z
http://www.wikidata.org/entity/Q45158,Gerhard Ludwig Müller,cardinal-deacon,1947-12-31T00:00:00Z,Mainz,2014-02-22T00:00:00Z,2002-11-24T00:00:00Z,1978-02-11T00:00:00Z
http://www.wikidata.org/entity/Q525978,John Dew,Cardinal,1948-05-05T00:00:00Z,Waipawa,2015-02-14T00:00:00Z,2018-03-03T00:00:00Z,1976-05-09T00:00:00Z
http://www.wikidata.org/entity/Q1355058,Giovanni Angelo Becciu,Cardinal,1948-06-02T00:00:00Z,Pattada,2018-06-28T00:00:00Z,2001-12-01T00:00:00Z,1972-08-27T00:00:00Z
http://www.wikidata.org/entity/Q515887,Raymond Leo Burke,cardinal-deacon,1948-06-30T00:00:00Z,Richland Center,2010-11-20T00:00:00Z,1995-01-06T00:00:00Z,1975-06-29T00:00:00Z
http://www.wikidata.org/entity/Q3986360,Louis Raphaël I Sako,Cardinal,1948-07-04T00:00:00Z,Zakho,2018-06-28T00:00:00Z,2003-11-14T00:00:00Z,1974-06-01T00:00:00Z
http://www.wikidata.org/entity/Q555975,Juan García Rodríguez,cardinal priest,1948-07-11T00:00:00Z,Camagüey,2019-10-05T00:00:00Z,1997-06-07T00:00:00Z,1972-01-25T00:00:00Z
http://www.wikidata.org/entity/Q820563,Berhaneyesus Demerew Souraphiel,Cardinal,1948-07-14T00:00:00Z,Ethiopia,2015-02-14T00:00:00Z,1998-01-25T00:00:00Z,1976-07-04T00:00:00Z
http://www.wikidata.org/entity/Q1743298,Manuel José Macário do Nascimento Clemente,Cardinal,1948-07-16T00:00:00Z,Torres Vedras,2015-02-14T00:00:00Z,2000-01-22T00:00:00Z,1979-06-29T00:00:00Z
http://www.wikidata.org/entity/Q1528583,Giuseppe Petrocchi,Cardinal,1948-08-19T00:00:00Z,Ascoli Piceno,2018-06-28T00:00:00Z,1998-09-20T00:00:00Z,1973-09-14T00:00:00Z
http://www.wikidata.org/entity/Q546121,Peter Kodwo Appiah Turkson,Cardinal,1948-10-11T00:00:00Z,Nsuta Wassa,2003-10-21T00:00:00Z,1993-03-27T00:00:00Z,1975-07-20T00:00:00Z
http://www.wikidata.org/entity/Q1065489,Charles Maung Bo,Cardinal,1948-10-29T00:00:00Z,Myanmar,2015-02-14T00:00:00Z,1990-12-16T00:00:00Z,1976-04-09T00:00:00Z
http://www.wikidata.org/entity/Q521158,Francisco Robles Ortega,Cardinal,1949-03-02T00:00:00Z,Mascota,2007-11-24T00:00:00Z,1991-06-05T00:00:00Z,1976-07-20T00:00:00Z
http://www.wikidata.org/entity/Q2422053,Thomas Aquino Man’yō Maeda,Cardinal,1949-03-03T00:00:00Z,Nagasaki Prefecture,2018-06-28T00:00:00Z,2011-09-23T00:00:00Z,1975-03-19T00:00:00Z
http://www.wikidata.org/entity/Q723775,Leopoldo Brenes,Cardinal,1949-03-07T00:00:00Z,Ticuantepe,2014-02-22T00:00:00Z,1988-03-19T00:00:00Z,1974-08-16T00:00:00Z
http://www.wikidata.org/entity/Q556737,Blase J. Cupich,Cardinal,1949-03-19T00:00:00Z,Omaha,2016-11-19T00:00:00Z,1998-09-21T00:00:00Z,1975-08-16T00:00:00Z
http://www.wikidata.org/entity/Q365529,Josip Bozanić,Cardinal,1949-03-20T00:00:00Z,Rijeka,2003-10-21T00:00:00Z,1989-06-25T00:00:00Z,1975-06-29T00:00:00Z
http://www.wikidata.org/entity/Q703802,Daniel DiNardo,Cardinal,1949-05-23T00:00:00Z,Steubenville,2007-11-24T00:00:00Z,1997-10-07T00:00:00Z,1977-07-16T00:00:00Z
http://www.wikidata.org/entity/Q1396370,Kriengsak Kovitvanit,Cardinal,1949-06-27T00:00:00Z,Bang Rak,2015-02-14T00:00:00Z,2007-06-02T00:00:00Z,1976-07-11T00:00:00Z
http://www.wikidata.org/entity/Q704881,Odilo Scherer,Cardinal,1949-09-21T00:00:00Z,Cerro Largo,2007-11-24T00:00:00Z,2002-02-02T00:00:00Z,1976-12-07T00:00:00Z
http://www.wikidata.org/entity/Q372695,Anders Arborelius,cardinal priest,1949-09-24T00:00:00Z,Sorengo,2017-06-28T00:00:00Z,1998-12-29T00:00:00Z,1979-09-08T00:00:00Z
http://www.wikidata.org/entity/Q26912,James Michael Harvey,Cardinal,1949-10-20T00:00:00Z,Milwaukee,2012-11-24T00:00:00Z,1998-03-19T00:00:00Z,1975-06-29T00:00:00Z
http://www.wikidata.org/entity/Q2654702,Arlindo Gomes Furtado,cardinal priest,1949-11-15T00:00:00Z,Santa Catarina,2015-02-14T00:00:00Z,2004-02-22T00:00:00Z,1976-07-18T00:00:00Z
http://www.wikidata.org/entity/Q980539,Carlos Aguiar Retes,Cardinal,1950-01-09T00:00:00Z,Tepic,2016-11-19T00:00:00Z,1997-06-29T00:00:00Z,1973-04-22T00:00:00Z
http://www.wikidata.org/entity/Q43749,Kazimierz Nycz,Cardinal,1950-02-01T00:00:00Z,Stara Wieś,2010-11-20T00:00:00Z,1988-06-04T00:00:00Z,1973-05-20T00:00:00Z
http://www.wikidata.org/entity/Q225823,Timothy M. Dolan,cardinal priest,1950-02-06T00:00:00Z,St. Louis,2012-02-18T00:00:00Z,2001-08-15T00:00:00Z,1976-06-19T00:00:00Z
http://www.wikidata.org/entity/Q60983884,Carlos Castillo Mattasoglio,Cardinal,1950-02-28T00:00:00Z,Lima,2024-12-07T00:00:00Z,2019-03-02T00:00:00Z,1984-07-15T00:00:00Z
http://www.wikidata.org/entity/Q711174,Arthur Roche,cardinal-deacon,1950-03-06T00:00:00Z,Batley,2022-08-27T00:00:00Z,2001-05-10T00:00:00Z,1975-07-19T00:00:00Z
http://www.wikidata.org/entity/Q45170,Kurt Koch,cardinal priest,1950-03-15T00:00:00Z,Emmen,2010-11-20T00:00:00Z,1996-01-06T00:00:00Z,1982-06-20T00:00:00Z
http://www.wikidata.org/entity/Q554428,Orani Tempesta,Cardinal,1950-06-23T00:00:00Z,São José do Rio Pardo,2014-02-22T00:00:00Z,1997-04-25T00:00:00Z,1974-12-07T00:00:00Z
http://www.wikidata.org/entity/Q538107,Ignatius Suharyo Hardjoatmodjo,cardinal priest,1950-07-09T00:00:00Z,Sedayu,2019-10-05T00:00:00Z,1997-08-22T00:00:00Z,1976-01-26T00:00:00Z
http://www.wikidata.org/entity/Q1248683,Oscar Cantoni,Cardinal,1950-09-01T00:00:00Z,Lenno,2022-08-27T00:00:00Z,2005-03-05T00:00:00Z,1975-06-28T00:00:00Z
http://www.wikidata.org/entity/Q711554,Philippe Barbarin,Cardinal-Priest of Trinité des Monts,1950-10-17T00:00:00Z,Rabat,2003-10-21T00:00:00Z,2018-11-22T00:00:00Z,1977-12-17T00:00:00Z
http://www.wikidata.org/entity/Q530449,Leonardo Ulrich Steiner,cardinal priest,1950-11-06T00:00:00Z,Forquilhinha,2022-08-27T00:00:00Z,2005-04-16T00:00:00Z,1978-01-21T00:00:00Z
http://www.wikidata.org/entity/Q348046,Adalberto Martínez Flores,Cardinal,1951-07-08T00:00:00Z,Asunción,2022-08-27T00:00:00Z,1997-11-08T00:00:00Z,1985-08-24T00:00:00Z
http://www.wikidata.org/entity/Q1496981,Sebastian Francis,cardinal priest,1951-11-11T00:00:00Z,Johor Bahru,2023-09-30T00:00:00Z,2012-08-20T00:00:00Z,1977-07-28T00:00:00Z
http://www.wikidata.org/entity/Q1809520,Lazarus You Heung-sik,Cardinal,1951-11-17T00:00:00Z,Nonsan,2022-08-27T00:00:00Z,,1979-12-09T00:00:00Z
http://www.wikidata.org/entity/Q616598,Dominique Mamberti,Cardinal,1952-03-07T00:00:00Z,Marrakesh,2015-02-14T00:00:00Z,,1981-09-20T00:00:00Z
http://www.wikidata.org/entity/Q1704113,Jose Advincula,Cardinal,1952-03-30T00:00:00Z,Dumalag,2020-11-28T00:00:00Z,2001-09-08T00:00:00Z,1976-04-14T00:00:00Z
http://www.wikidata.org/entity/Q723824,Joseph William Tobin,cardinal priest,1952-05-03T00:00:00Z,Detroit,2016-11-19T00:00:00Z,2010-10-09T00:00:00Z,1978-06-01T00:00:00Z
http://www.wikidata.org/entity/Q47001633,Cristóbal López Romero,cardinal priest,1952-05-19T00:00:00Z,Vélez-Rubio,2019-10-05T00:00:00Z,2018-03-10T00:00:00Z,1979-05-19T00:00:00Z
http://www.wikidata.org/entity/Q1374768,Vicente Bokalic Iglic,Cardinal,1952-06-11T00:00:00Z,Lanús,2024-12-07T00:00:00Z,2010-05-29T00:00:00Z,1978-04-01T00:00:00Z
http://www.wikidata.org/entity/Q285833,Péter Erdő,Cardinal,1952-06-25T00:00:00Z,Budapest,2003-10-21T00:00:00Z,2000-01-06T00:00:00Z,1975-06-18T00:00:00Z
http://www.wikidata.org/entity/Q710071,Filipe Neri Ferrão,Cardinal,1953-01-20T00:00:00Z,Aldona,2022-08-27T00:00:00Z,1994-04-10T00:00:00Z,1979-10-28T00:00:00Z
http://www.wikidata.org/entity/Q45176,Wim Eijk,Cardinal,1953-06-22T00:00:00Z,Duivendrecht,2012-02-18T00:00:00Z,1999-11-06T00:00:00Z,
http://www.wikidata.org/entity/Q43930,Reinhard Marx,cardinal priest,1953-09-21T00:00:00Z,Geseke,2010-11-20T00:00:00Z,,1979-06-02T00:00:00Z
http://www.wikidata.org/entity/Q20971281,Angelo De Donatis,Cardinal,1954-01-04T00:00:00Z,Casarano,2018-06-28T00:00:00Z,2015-11-09T00:00:00Z,1980-04-12T00:00:00Z
http://www.wikidata.org/entity/Q554272,Robert W. McElroy,Cardinal,1954-02-05T00:00:00Z,San Francisco,2022-08-27T00:00:00Z,2010-09-07T00:00:00Z,1980-04-12T00:00:00Z
http://www.wikidata.org/entity/Q1270736,Désiré Tsarahazana,Cardinal,1954-06-13T00:00:00Z,Amboangibe,2018-06-28T00:00:00Z,2001-02-18T00:00:00Z,1986-09-28T00:00:00Z
http://www.wikidata.org/entity/Q574058,Pietro Parolin,Cardinal,1955-01-17T00:00:00Z,Schiavon,2014-02-22T00:00:00Z,2009-09-12T00:00:00Z,1980-04-27T00:00:00Z
http://www.wikidata.org/entity/Q6109517,Robert Francis Prevost,cardinal-deacon,1955-09-14T00:00:00Z,Chicago,2023-09-30T00:00:00Z,2014-12-12T00:00:00Z,1982-06-19T00:00:00Z
http://www.wikidata.org/entity/Q1098059,Claudio Gugerotti,cardinal-deacon,1955-10-07T00:00:00Z,Verona,2023-09-30T00:00:00Z,2002-01-06T00:00:00Z,1982-05-29T00:00:00Z
http://www.wikidata.org/entity/Q600191,Matteo Maria Zuppi,Cardinal,1955-10-11T00:00:00Z,Rome,2019-10-05T00:00:00Z,2012-04-14T00:00:00Z,1981-05-09T00:00:00Z
http://www.wikidata.org/entity/Q1876360,Luis Cabrera Herrera,Cardinal,1955-10-11T00:00:00Z,Azogues,2024-12-07T00:00:00Z,2009-07-04T00:00:00Z,1983-09-03T00:00:00Z
http://www.wikidata.org/entity/Q45201,Rainer Woelki,cardinal priest,1956-08-18T00:00:00Z,Cologne,2012-02-18T00:00:00Z,2003-03-30T00:00:00Z,1985-06-14T00:00:00Z
http://www.wikidata.org/entity/Q778704,László Német,Cardinal,1956-09-07T00:00:00Z,Odžaci,2024-12-07T00:00:00Z,2008-07-05T00:00:00Z,1983-05-01T00:00:00Z
http://www.wikidata.org/entity/Q555507,Stephen Brislin,cardinal priest,1956-09-24T00:00:00Z,Welkom,2023-09-30T00:00:00Z,2007-01-28T00:00:00Z,1983-11-19T00:00:00Z
http://www.wikidata.org/entity/Q1701563,John Ribat,Cardinal,1957-02-09T00:00:00Z,Rabaul District,2016-11-19T00:00:00Z,2001-02-11T00:00:00Z,1985-12-01T00:00:00Z
http://www.wikidata.org/entity/Q282268,Mario Grech,cardinal-deacon,1957-02-20T00:00:00Z,Qala,2020-11-28T00:00:00Z,2006-01-22T00:00:00Z,1984-05-26T00:00:00Z
http://www.wikidata.org/entity/Q1406778,Fernando Natalio Chomalí Garib,Cardinal,1957-03-10T00:00:00Z,Santiago,2024-12-07T00:00:00Z,2006-06-03T00:00:00Z,1991-04-06T00:00:00Z
http://www.wikidata.org/entity/Q26901,Luis Antonio Tagle,Cardinal,1957-06-21T00:00:00Z,Manila,2012-11-24T00:00:00Z,2001-12-12T00:00:00Z,1982-02-27T00:00:00Z
http://www.wikidata.org/entity/Q2115237,William Goh,Cardinal,1957-06-25T00:00:00Z,Singapore,2022-08-27T00:00:00Z,2013-02-22T00:00:00Z,1985-05-01T00:00:00Z
http://www.wikidata.org/entity/Q1558927,Gérald Lacroix,cardinal priest,1957-07-27T00:00:00Z,Saint-Hilaire-de-Dorset,2014-02-22T00:00:00Z,2009-05-24T00:00:00Z,1988-10-08T00:00:00Z
http://www.wikidata.org/entity/Q1684759,Jean-Claude Hollerich,cardinal priest,1958-08-09T00:00:00Z,Differdange,2019-10-05T00:00:00Z,2011-10-16T00:00:00Z,1990-04-21T00:00:00Z
http://www.wikidata.org/entity/Q109429876,Ángel Sixto Rossi,cardinal priest,1958-08-11T00:00:00Z,Córdoba,2023-09-30T00:00:00Z,,
http://www.wikidata.org/entity/Q2394025,Tarcisio Isao Kikuchi,Cardinal,1958-11-01T00:00:00Z,Iwate Prefecture,2024-12-07T00:00:00Z,2004-09-20T00:00:00Z,1986-03-15T00:00:00Z
http://www.wikidata.org/entity/Q586530,Antoine Kambanda,cardinal priest,1958-11-10T00:00:00Z,Nyamata,2020-11-28T00:00:00Z,2013-07-20T00:00:00Z,1990-09-08T00:00:00Z
http://www.wikidata.org/entity/Q1071759,Chibly Langlois,Cardinal,1958-11-29T00:00:00Z,La Vallée,2014-02-22T00:00:00Z,2004-06-06T00:00:00Z,1991-09-22T00:00:00Z
http://www.wikidata.org/entity/Q15377078,Jean-Marc Aveline,Cardinal,1958-12-26T00:00:00Z,Sidi Bel Abbès,2022-08-27T00:00:00Z,2013-12-19T00:00:00Z,1984-11-03T00:00:00Z
http://www.wikidata.org/entity/Q2045272,Pablo Virgilio Siongco David,Cardinal,1959-03-02T00:00:00Z,Guagua,2024-12-07T00:00:00Z,2006-07-10T00:00:00Z,1983-03-12T00:00:00Z
http://www.wikidata.org/entity/Q1160646,Daniel Sturla,Cardinal,1959-07-04T00:00:00Z,Montevideo,2015-02-14T00:00:00Z,2012-03-04T00:00:00Z,1987-11-21T00:00:00Z
http://www.wikidata.org/entity/Q106870114,Stephen Chow,cardinal priest,1959-08-07T00:00:00Z,Hong Kong,2023-09-30T00:00:00Z,,1994-07-16T00:00:00Z
http://www.wikidata.org/entity/Q37206,Sérgio da Rocha,Cardinal,1959-10-21T00:00:00Z,Dobrada,2016-11-19T00:00:00Z,2001-08-11T00:00:00Z,1984-12-14T00:00:00Z
http://www.wikidata.org/entity/Q1456204,Fridolin Ambongo Besungu,cardinal priest,1960-01-24T00:00:00Z,Q134078988,2019-10-05T00:00:00Z,2005-03-06T00:00:00Z,1988-08-14T00:00:00Z
http://www.wikidata.org/entity/Q27180,Baselios Cleemis,cardinal priest,1960-05-25T00:00:00Z,Tiruvalla,2012-11-24T00:00:00Z,2001-08-15T00:00:00Z,1986-06-11T00:00:00Z
http://www.wikidata.org/entity/Q552752,Protase Rugambwa,cardinal priest,1960-05-31T00:00:00Z,Bukoba,2023-09-30T00:00:00Z,2008-04-13T00:00:00Z,1990-09-02T00:00:00Z
http://www.wikidata.org/entity/Q15978622,Ángel Fernández Artime,cardinal-deacon,1960-08-21T00:00:00Z,Lluanco,2023-09-30T00:00:00Z,2024-04-20T00:00:00Z,
http://www.wikidata.org/entity/Q1678758,Jaime Spengler,Cardinal,1960-09-06T00:00:00Z,Gaspar,2024-12-07T00:00:00Z,2011-02-05T00:00:00Z,1990-11-17T00:00:00Z
http://www.wikidata.org/entity/Q1657212,Ignace Bessi Dogbo,Cardinal,1961-08-17T00:00:00Z,,2024-12-07T00:00:00Z,2004-07-04T00:00:00Z,1987-08-02T00:00:00Z
http://www.wikidata.org/entity/Q573795,Anthony Poola,Cardinal,1961-11-15T00:00:00Z,Poluru,2022-08-27T00:00:00Z,2008-04-19T00:00:00Z,1992-02-20T00:00:00Z
http://www.wikidata.org/entity/Q2296295,Soane Patita Paini Mafi,Cardinal,1961-12-19T00:00:00Z,Nukuʻalofa,2015-02-14T00:00:00Z,2007-10-04T00:00:00Z,1991-06-29T00:00:00Z
http://www.wikidata.org/entity/Q1876444,Luis José Rueda Aparicio,cardinal priest,1962-03-03T00:00:00Z,San Gil,2023-09-30T00:00:00Z,2012-04-14T00:00:00Z,1989-11-23T00:00:00Z
http://www.wikidata.org/entity/Q251396,Jean-Paul Vesco,Cardinal,1962-03-10T00:00:00Z,6th arrondissement of Lyon,2024-12-07T00:00:00Z,2013-01-25T00:00:00Z,2001-06-24T00:00:00Z
http://www.wikidata.org/entity/Q6165619,Víctor Manuel Fernández,cardinal-deacon,1962-07-18T00:00:00Z,Río Cuarto Department,2023-09-30T00:00:00Z,2013-06-15T00:00:00Z,1986-08-15T00:00:00Z
http://www.wikidata.org/entity/Q24758132,Domenico Battaglia,cardinal priest,1963-01-20T00:00:00Z,Satriano,2024-12-07T00:00:00Z,2016-09-03T00:00:00Z,1988-02-06T00:00:00Z
http://www.wikidata.org/entity/Q1563237,Peter Ebere Okpaleke,Cardinal,1963-03-01T00:00:00Z,Nigeria,2022-08-27T00:00:00Z,2013-05-21T00:00:00Z,1992-08-22T00:00:00Z
http://www.wikidata.org/entity/Q104726645,Dominique Mathieu,Cardinal,1963-06-13T00:00:00Z,Arlon,2024-12-07T00:00:00Z,2021-02-16T00:00:00Z,1989-09-24T00:00:00Z
http://www.wikidata.org/entity/Q11742692,Konrad Krajewski,Cardinal,1963-11-25T00:00:00Z,Łódź,2018-06-28T00:00:00Z,,1988-06-11T00:00:00Z
http://www.wikidata.org/entity/Q60370334,Stephen Ameyu Martin Mulla,cardinal priest,1964-01-10T00:00:00Z,Eastern Equatoria,2023-09-30T00:00:00Z,2019-03-03T00:00:00Z,1991-04-21T00:00:00Z
http://www.wikidata.org/entity/Q1551219,Grzegorz Ryś,cardinal priest,1964-02-09T00:00:00Z,Kraków,2023-09-30T00:00:00Z,2011-09-28T00:00:00Z,1988-05-22T00:00:00Z
http://www.wikidata.org/entity/Q19502022,Augusto Paolo Lojudice,Cardinal,1964-07-01T00:00:00Z,Rome,2020-11-28T00:00:00Z,2015-03-06T00:00:00Z,1989-05-06T00:00:00Z
http://www.wikidata.org/entity/Q28007565,Fabio Baggio,Cardinal,1965-01-15T00:00:00Z,Bassano del Grappa,2024-12-07T00:00:00Z,2025-01-11T00:00:00Z,1992-07-11T00:00:00Z
http://www.wikidata.org/entity/Q2092723,Pierbattista Pizzaballa,Cardinal priest of Sant'Onofrio al Gianicolo,1965-04-21T00:00:00Z,Cologno al Serio,2023-09-30T00:00:00Z,2016-09-10T00:00:00Z,1990-09-15T00:00:00Z
http://www.wikidata.org/entity/Q47001634,José Cobo Cano,cardinal priest,1965-09-20T00:00:00Z,Sabiote,2023-09-30T00:00:00Z,2018-02-17T00:00:00Z,1994-04-23T00:00:00Z
http://www.wikidata.org/entity/Q100846983,Mauro Gambetti,cardinal-deacon,1965-10-27T00:00:00Z,Castel San Pietro Terme,2020-11-28T00:00:00Z,,
http://www.wikidata.org/entity/Q4459693,José Tolentino de Mendonça,cardinal-deacon,1965-12-15T00:00:00Z,Machico,2019-10-05T00:00:00Z,2018-07-28T00:00:00Z,
http://www.wikidata.org/entity/Q80976380,Roberto Repole,Cardinal,1967-01-29T00:00:00Z,Turin,2024-12-07T00:00:00Z,2022-05-07T00:00:00Z,1992-06-13T00:00:00Z
http://www.wikidata.org/entity/Q1224285,Dieudonné Nzapalainga,Cardinal,1967-03-14T00:00:00Z,Mbomou Prefecture,2016-11-19T00:00:00Z,2012-07-22T00:00:00Z,1998-08-09T00:00:00Z
http://www.wikidata.org/entity/Q1440013,Paulo César Costa,Cardinal,1967-07-20T00:00:00Z,Valença,2022-08-27T00:00:00Z,2011-02-05T00:00:00Z,1992-12-05T00:00:00Z
http://www.wikidata.org/entity/Q22670371,Virgílio do Carmo da Silva,Cardinal,1967-11-27T00:00:00Z,Venilale,2022-08-27T00:00:00Z,2016-03-19T00:00:00Z,1998-12-18T00:00:00Z
http://www.wikidata.org/entity/Q106800926,François-Xavier Bustillo,cardinal priest,1968-11-23T00:00:00Z,Arre,2023-09-30T00:00:00Z,,
http://www.wikidata.org/entity/Q112147156,Baldassare Reina,Cardinal,1970-11-26T00:00:00Z,San Giovanni Gemini,2024-12-07T00:00:00Z,2022-06-29T00:00:00Z,1995-09-08T00:00:00Z
http://www.wikidata.org/entity/Q113122506,Frank Leo,Cardinal,1971-06-30T00:00:00Z,Montreal,2024-12-07T00:00:00Z,2022-09-12T00:00:00Z,1996-12-14T00:00:00Z
http://www.wikidata.org/entity/Q16471403,Rolandas Makrickas,Cardinal,1972-01-31T00:00:00Z,Biržai,2024-12-07T00:00:00Z,2023-04-15T00:00:00Z,1996-07-20T00:00:00Z
http://www.wikidata.org/entity/Q130443420,George Jacob Koovakad,Cardinal,1973-08-11T00:00:00Z,Chethippuzha,2024-12-07T00:00:00Z,2024-11-24T00:00:00Z,2004-07-24T00:00:00Z
http://www.wikidata.org/entity/Q61927457,Américo Manuel Alves Aguiar,cardinal priest,1973-12-12T00:00:00Z,Leça do Balio,2023-09-30T00:00:00Z,2019-03-31T00:00:00Z,2001-07-08T00:00:00Z
http://www.wikidata.org/entity/Q89274820,Giorgio Marengo,Cardinal,1974-06-07T00:00:00Z,Cuneo,2022-08-27T00:00:00Z,2020-08-08T00:00:00Z,2001-05-26T00:00:00Z
http://www.wikidata.org/entity/Q82271947,Mykola Bychok,Cardinal,1980-02-13T00:00:00Z,Ternopil,2024-12-07T00:00:00Z,2020-06-07T00:00:00Z,2005-05-03T00:00:00Z
